Timestamp,Your Age,University Name,1. Do you use porn/masturbation to avoid or escape your feelings and problems or to alter your mood?,Q1,2. Do you feel empty or shameful after viewing pornography or masturbating and wish you could stop?,Q2,3. Have you ever promised yourself that you would never again view pornography or masturbate?,Q3,4. Have you stayed up late at night or woke up during the night to view pornography?,Q4,5. Do you worry something is wrong with you because of your sexual thoughts and feelings?,Q5,"6. Have you participated in on-line/internet sexual chats, emails, posts or in sexting?",Q6,"7. Do you find yourself viewing more and more porn, or different types of porn to feel the desired excitement?",Q7,8. Do your sexual thoughts and behaviors cause you to feel that you are unclean or unworthy?,Q8,9. Do you look for opportunities to be alone so that you can find pornography or masturbate?,Q9,10. Do you masturbate while viewing pornography?,Q10,11. Do you continue to view pornography even after encountering problems related to your viewing?,Q11,12. The thought of watching pornography makes me sexually aroused.,Q12,13. I would feel less bored if I watched pornography right now.,Q13,14. I will watch pornography as soon as I get the chance.,Q14,15. I would feel less stressed if I watched pornography right now.,Q15
2025-03-25 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-03-26 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-03-27 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Agree,2,Disagree,1
2025-03-28 07:40:56,23,Ravenshaw University ,Yes,1,No,0,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-03-29 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-03-30 07:40:56,23,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-03-31 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-01 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-02 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-03 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-04 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-05 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-06 07:40:56,22,Ravenshaw University ,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Disagree,1,Agree,2,Agree,2,Disagree,1
2025-04-07 07:40:56,22,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,Disagree,1,Agree,2,Agree,2,Disagree,1
2025-04-08 07:40:56,22,Ravenshaw University ,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,Agree,2,Agree,2,Agree,2,Disagree,1
2025-04-09 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-10 07:40:56,22,Ravenshaw University ,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-04-11 07:40:56,22,Ravenshaw University ,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-04-12 07:40:56,21,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Agree,2,Disagree,1,Agree,2,Agree,2
2025-04-13 07:40:56,22,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Agree,2
2025-04-14 07:40:56,22,Ravenshaw University ,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-15 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-04-16 07:40:56,22,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Agree,2,Agree,2,Agree,2,Agree,2
2025-04-17 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Disagree,1,Agree,2,Agree,2
2025-04-18 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,Agree,2,Agree,2,Agree,2,Agree,2
2025-04-19 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-04-20 07:40:56,23,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-21 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-04-22 07:40:56,23,Ravenshaw University ,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,Agree,2,Agree,2,Disagree,1,Agree,2
2025-04-23 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Disagree,1,Agree,2
2025-04-24 07:40:56,22,Ravenshaw University ,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-04-25 07:40:56,22,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-26 07:40:56,22,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-27 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Agree,2
2025-04-28 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,Yes,1,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-04-29 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-04-30 07:40:56,21,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Agree,2
2025-05-01 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,Yes,1,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-05-02 07:40:56,22,Ravenshaw University ,No,0,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-03 07:40:56,22,Ravenshaw University ,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-04 07:40:56,22,Ravenshaw University ,No,0,No,0,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-05 07:40:56,22,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-06 07:40:56,21,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,Agree,2,Agree,2,Disagree,1,Disagree,1
2025-05-07 07:40:56,22,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-05-08 07:40:56,20,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-05-09 07:40:56,20,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Agree,2,Agree,2,Agree,2,Agree,2
2025-05-10 07:40:56,20,Ravenshaw University ,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,Disagree,1,Agree,2,Disagree,1,Disagree,1
2025-05-11 07:40:56,20,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-05-12 07:40:56,20,Ravenshaw University ,No,0,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Disagree,1,Agree,2
2025-05-13 07:40:56,20,Ravenshaw University ,No,0,No,0,No,0,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Agree,2,Agree,2,Agree,2,Agree,2
2025-05-14 07:40:56,21,Ravenshaw University ,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Agree,2,Disagree,1
2025-05-15 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Agree,2,Agree,2,Disagree,1,Agree,2
2025-05-16 07:40:56,21,Ravenshaw University ,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-17 07:40:56,21,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-05-18 07:40:56,21,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-19 07:40:56,20,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-20 07:40:56,20,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,Disagree,1,Agree,2,Agree,2,Agree,2
2025-05-21 07:40:56,22,Ravenshaw University ,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-22 07:40:56,23,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-23 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Agree,2,Agree,2
2025-05-24 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Agree,2,Agree,2,Agree,2,Agree,2
2025-05-25 07:40:56,23,Ravenshaw University ,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Agree,2,Disagree,1,Agree,2,Agree,2
2025-05-26 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Agree,2,Agree,2
2025-05-27 07:40:56,23,Ravenshaw University ,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-28 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-29 07:40:56,23,Ravenshaw University ,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-30 07:40:56,23,Ravenshaw University ,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-05-31 07:40:56,23,Ravenshaw University ,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-01 07:40:56,23,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Agree,2,Disagree,1
2025-06-02 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-03 07:40:56,22,Ravenshaw University ,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-04 07:40:56,23,Ravenshaw University ,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-05 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-06 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-07 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Agree,2,Disagree,1
2025-06-08 07:40:56,23,Ravenshaw University ,Yes,1,No,0,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-09 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-10 07:40:56,23,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-11 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-12 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-13 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-14 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-15 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-16 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-17 07:40:56,23,Ravenshaw University ,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Disagree,1,Agree,2,Agree,2,Disagree,1
2025-06-18 07:40:56,21,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,Disagree,1,Agree,2,Agree,2,Disagree,1
2025-06-19 07:40:56,21,Ravenshaw University ,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,Agree,2,Agree,2,Agree,2,Disagree,1
2025-06-20 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-21 07:40:56,21,Ravenshaw University ,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-06-22 07:40:56,21,Ravenshaw University ,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-06-23 07:40:56,21,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Agree,2,Disagree,1,Agree,2,Agree,2
2025-06-24 07:40:56,21,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Agree,2
2025-06-25 07:40:56,21,Ravenshaw University ,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-06-26 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-06-27 07:40:56,22,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Agree,2,Agree,2,Agree,2,Agree,2
2025-06-28 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Disagree,1,Agree,2,Agree,2
2025-06-29 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,Agree,2,Agree,2,Agree,2,Agree,2
2025-06-30 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-07-01 07:40:56,22,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-07-02 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-07-03 07:40:56,22,Ravenshaw University ,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,Agree,2,Agree,2,Disagree,1,Agree,2
2025-07-04 07:40:56,22,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Disagree,1,Agree,2
2025-07-05 07:40:56,22,Ravenshaw University ,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-07-06 07:40:56,22,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-07-07 07:40:56,20,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-07-08 07:40:56,20,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Agree,2
2025-07-09 07:40:56,20,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,Yes,1,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-07-10 07:40:56,20,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-07-11 07:40:56,20,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Agree,2
2025-07-12 07:40:56,24,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,Yes,1,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-07-13 07:40:56,24,Ravenshaw University ,No,0,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-07-14 07:40:56,24,Ravenshaw University ,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-07-15 07:40:56,24,Ravenshaw University ,No,0,No,0,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-07-16 07:40:56,24,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-07-17 07:40:56,24,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,Agree,2,Agree,2,Disagree,1,Disagree,1
2025-07-18 07:40:56,24,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-07-19 07:40:56,24,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-07-20 07:40:56,24,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Agree,2,Agree,2,Agree,2,Agree,2
2025-07-21 07:40:56,24,Ravenshaw University ,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,Disagree,1,Agree,2,Disagree,1,Disagree,1
2025-07-22 07:40:56,24,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-07-23 07:40:56,24,Ravenshaw University ,No,0,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Disagree,1,Agree,2
2025-07-24 07:40:56,23,Ravenshaw University ,No,0,No,0,No,0,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Agree,2,Agree,2,Agree,2,Agree,2
2025-07-25 07:40:56,23,Ravenshaw University ,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Agree,2,Disagree,1
2025-07-26 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Agree,2,Agree,2,Disagree,1,Agree,2
2025-07-27 07:40:56,23,Ravenshaw University ,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-07-28 07:40:56,23,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-07-29 07:40:56,23,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-07-30 07:40:56,23,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
